index,northing,easting,time,stakes,zones,aspect,slope,depths,watershed
931,464458.6,5262449.0,2024-01-31,S625,Upland,149.6178,1.203789,6.0,S6
932,464458.6,5262449.0,2024-02-01,S625,Upland,149.6178,1.203789,0.5,S6
933,464458.6,5262449.0,2024-02-09,S625,Upland,149.6178,1.203789,0.5,S6
934,464458.6,5262449.0,2024-02-15,S625,Upland,149.6178,1.203789,1.0,S6
935,464458.6,5262449.0,2024-02-21,S625,Upland,149.6178,1.203789,0.0,S6
936,464458.6,5262449.0,2024-03-01,S625,Upland,149.6178,1.203789,0.0,S6
937,464458.6,5262449.0,2024-03-06,S625,Upland,149.6178,1.203789,0.0,S6
938,464458.6,5262449.0,2024-03-13,S625,Upland,149.6178,1.203789,0.0,S6
939,464458.6,5262449.0,2024-03-21,S625,Upland,149.6178,1.203789,0.0,S6
940,464458.6,5262449.0,2024-03-29,S625,Upland,149.6178,1.203789,18.0,S6
941,464458.6,5262449.0,2024-04-03,S625,Upland,149.6178,1.203789,8.0,S6
942,464458.6,5262449.0,2024-04-11,S625,Upland,149.6178,1.203789,0.0,S6
943,464458.6,5262449.0,2024-04-19,S625,Upland,149.6178,1.203789,0.0,S6
944,464458.6,5262449.0,2024-12-04,S625,Upland,149.6178,1.203789,10.0,S6
945,464458.6,5262449.0,2024-12-20,S625,Upland,149.6178,1.203789,17.0,S6
946,464458.6,5262449.0,2025-01-06,S625,Upland,149.6178,1.203789,15.0,S6
947,464458.6,5262449.0,2025-01-10,S625,Upland,149.6178,1.203789,18.0,S6
948,464458.6,5262449.0,2025-01-17,S625,Upland,149.6178,1.203789,24.0,S6
949,464458.6,5262449.0,2025-01-24,S625,Upland,149.6178,1.203789,23.0,S6
950,464458.6,5262449.0,2025-01-30,S625,Upland,149.6178,1.203789,25.0,S6
951,464458.6,5262449.0,2025-02-07,S625,Upland,149.6178,1.203789,38.0,S6
952,464458.6,5262449.0,2024-02-14,S625,Upland,149.6178,1.203789,34.0,S6
953,464458.6,5262449.0,2025-02-21,S625,Upland,149.6178,1.203789,40.0,S6
954,464458.6,5262449.0,2025-03-07,S625,Upland,149.6178,1.203789,20.0,S6
955,464458.6,5262449.0,2025-03-13,S625,Upland,149.6178,1.203789,13.0,S6
956,464458.6,5262449.0,2025-03-20,S625,Upland,149.6178,1.203789,4.0,S6
957,464458.6,5262449.0,2025-03-27,S625,Upland,149.6178,1.203789,3.0,S6
958,464458.6,5262449.0,2025-04-04,S625,Upland,149.6178,1.203789,8.0,S6
959,464458.6,5262449.0,2025-04-10,S625,Upland,149.6178,1.203789,3.0,S6
960,464458.6,5262658.0,2022-11-25,S624,Lagg,51.39898,25.4478,0.0,S6
961,464458.6,5262658.0,2022-12-02,S624,Lagg,51.39898,25.4478,6.0,S6
962,464458.6,5262658.0,2022-12-30,S624,Lagg,51.39898,25.4478,31.0,S6
963,464458.6,5262658.0,2023-01-05,S624,Lagg,51.39898,25.4478,32.0,S6
964,464458.6,5262658.0,2023-01-13,S624,Lagg,51.39898,25.4478,29.0,S6
965,464458.6,5262658.0,2023-01-20,S624,Lagg,51.39898,25.4478,35.0,S6
966,464458.6,5262658.0,2023-02-01,S624,Lagg,51.39898,25.4478,39.0,S6
967,464458.6,5262658.0,2023-02-10,S624,Lagg,51.39898,25.4478,36.0,S6
968,464458.6,5262658.0,2023-02-17,S624,Lagg,51.39898,25.4478,30.0,S6
969,464458.6,5262658.0,2023-02-24,S624,Lagg,51.39898,25.4478,40.0,S6
970,464458.6,5262658.0,2023-03-09,S624,Lagg,51.39898,25.4478,26.5,S6
971,464458.6,5262658.0,2023-03-17,S624,Lagg,51.39898,25.4478,49.0,S6
972,464458.6,5262658.0,2023-03-24,S624,Lagg,51.39898,25.4478,52.0,S6
973,464458.6,5262658.0,2023-03-31,S624,Lagg,51.39898,25.4478,43.0,S6
974,464458.6,5262658.0,2023-04-14,S624,Lagg,51.39898,25.4478,9.0,S6
975,464458.6,5262658.0,2023-04-28,S624,Lagg,51.39898,25.4478,0.0,S6
976,464458.6,5262658.0,2023-05-05,S624,Lagg,51.39898,25.4478,0.0,S6
977,464458.6,5262658.0,2023-12-01,S624,Lagg,51.39898,25.4478,0.0,S6
978,464458.6,5262658.0,2024-01-22,S624,Lagg,51.39898,25.4478,10.0,S6
979,464458.6,5262658.0,2024-01-31,S624,Lagg,51.39898,25.4478,8.0,S6
980,464458.6,5262658.0,2024-02-01,S624,Lagg,51.39898,25.4478,0.5,S6
981,464458.6,5262658.0,2024-02-09,S624,Lagg,51.39898,25.4478,0.5,S6
982,464458.6,5262658.0,2024-02-15,S624,Lagg,51.39898,25.4478,0.5,S6
983,464458.6,5262658.0,2024-02-21,S624,Lagg,51.39898,25.4478,0.0,S6
984,464458.6,5262658.0,2024-03-01,S624,Lagg,51.39898,25.4478,0.0,S6
985,464458.6,5262658.0,2024-03-06,S624,Lagg,51.39898,25.4478,0.0,S6
986,464458.6,5262658.0,2024-03-13,S624,Lagg,51.39898,25.4478,0.0,S6
987,464458.6,5262658.0,2024-03-21,S624,Lagg,51.39898,25.4478,0.0,S6
988,464458.6,5262658.0,2024-03-29,S624,Lagg,51.39898,25.4478,17.0,S6
989,464458.6,5262658.0,2024-04-03,S624,Lagg,51.39898,25.4478,10.0,S6
990,464458.6,5262658.0,2024-04-11,S624,Lagg,51.39898,25.4478,0.0,S6
991,464458.6,5262658.0,2024-04-19,S624,Lagg,51.39898,25.4478,0.0,S6
992,464458.6,5262658.0,2024-12-04,S624,Lagg,51.39898,25.4478,10.0,S6
993,464458.6,5262658.0,2024-12-20,S624,Lagg,51.39898,25.4478,15.0,S6
994,464458.6,5262658.0,2025-01-06,S624,Lagg,51.39898,25.4478,11.0,S6
995,464458.6,5262658.0,2025-01-10,S624,Lagg,51.39898,25.4478,12.0,S6
996,464458.6,5262658.0,2025-01-17,S624,Lagg,51.39898,25.4478,18.0,S6
997,464458.6,5262658.0,2025-01-24,S624,Lagg,51.39898,25.4478,22.0,S6
998,464458.6,5262658.0,2025-01-30,S624,Lagg,51.39898,25.4478,23.0,S6
999,464458.6,5262658.0,2025-02-07,S624,Lagg,51.39898,25.4478,33.0,S6
1000,464458.6,5262658.0,2024-02-14,S624,Lagg,51.39898,25.4478,33.0,S6
1001,464458.6,5262658.0,2025-02-21,S624,Lagg,51.39898,25.4478,34.0,S6
1002,464458.6,5262658.0,2025-03-07,S624,Lagg,51.39898,25.4478,21.0,S6
1003,464458.6,5262658.0,2025-03-13,S624,Lagg,51.39898,25.4478,9.0,S6
1004,464458.6,5262658.0,2025-03-20,S624,Lagg,51.39898,25.4478,1.0,S6
1005,464458.6,5262658.0,2025-03-27,S624,Lagg,51.39898,25.4478,0.0,S6
1006,464458.6,5262658.0,2025-04-04,S624,Lagg,51.39898,25.4478,7.0,S6
1007,464458.6,5262658.0,2025-04-10,S624,Lagg,51.39898,25.4478,2.0,S6
1008,464458.6,5262867.0,2022-11-25,S623,Bog,348.6811,0.547875,0.0,S6
1009,464458.6,5262867.0,2022-12-02,S623,Bog,348.6811,0.547875,10.0,S6
1010,464458.6,5262867.0,2022-12-30,S623,Bog,348.6811,0.547875,40.0,S6
1011,464458.6,5262867.0,2023-01-05,S623,Bog,348.6811,0.547875,30.0,S6
1012,464458.6,5262867.0,2023-01-13,S623,Bog,348.6811,0.547875,40.0,S6
1013,464458.6,5262867.0,2023-01-20,S623,Bog,348.6811,0.547875,31.0,S6
1014,464458.6,5262867.0,2023-02-01,S623,Bog,348.6811,0.547875,29.0,S6
1015,464458.6,5262867.0,2023-02-10,S623,Bog,348.6811,0.547875,43.0,S6
1016,464458.6,5262867.0,2023-02-17,S623,Bog,348.6811,0.547875,44.0,S6
1017,464458.6,5262867.0,2023-02-24,S623,Bog,348.6811,0.547875,48.0,S6
1018,464458.6,5262867.0,2023-03-09,S623,Bog,348.6811,0.547875,37.0,S6
1019,464458.6,5262867.0,2023-03-17,S623,Bog,348.6811,0.547875,45.0,S6
1020,464458.6,5262867.0,2023-03-24,S623,Bog,348.6811,0.547875,72.0,S6
1021,464458.6,5262867.0,2023-03-31,S623,Bog,348.6811,0.547875,56.0,S6
1022,464458.6,5262867.0,2023-04-14,S623,Bog,348.6811,0.547875,35.0,S6
1023,464458.6,5262867.0,2023-04-28,S623,Bog,348.6811,0.547875,28.0,S6
1024,464458.6,5262867.0,2023-05-05,S623,Bog,348.6811,0.547875,0.0,S6
1025,464458.6,5262867.0,2023-12-01,S623,Bog,348.6811,0.547875,0.0,S6
1026,464458.6,5262867.0,2024-01-22,S623,Bog,348.6811,0.547875,15.0,S6
1027,464458.6,5262867.0,2024-01-31,S623,Bog,348.6811,0.547875,7.0,S6
1028,464458.6,5262867.0,2024-02-01,S623,Bog,348.6811,0.547875,1.0,S6
1029,464458.6,5262867.0,2024-02-09,S623,Bog,348.6811,0.547875,1.0,S6
1030,464458.6,5262867.0,2024-02-15,S623,Bog,348.6811,0.547875,4.0,S6
1031,464458.6,5262867.0,2024-02-21,S623,Bog,348.6811,0.547875,0.0,S6
1032,464458.6,5262867.0,2024-03-01,S623,Bog,348.6811,0.547875,0.0,S6
1033,464458.6,5262867.0,2024-03-06,S623,Bog,348.6811,0.547875,0.0,S6
1034,464458.6,5262867.0,2024-03-13,S623,Bog,348.6811,0.547875,0.0,S6
1035,464458.6,5262867.0,2024-03-21,S623,Bog,348.6811,0.547875,0.0,S6
1036,464458.6,5262867.0,2024-03-29,S623,Bog,348.6811,0.547875,22.0,S6
1037,464458.6,5262867.0,2024-04-03,S623,Bog,348.6811,0.547875,12.0,S6
1038,464458.6,5262867.0,2024-04-11,S623,Bog,348.6811,0.547875,0.0,S6
1039,464458.6,5262867.0,2024-04-19,S623,Bog,348.6811,0.547875,0.0,S6
1040,464458.6,5262867.0,2024-12-04,S623,Bog,348.6811,0.547875,9.0,S6
1041,464458.6,5262867.0,2024-12-20,S623,Bog,348.6811,0.547875,22.0,S6
1042,464458.6,5262867.0,2025-01-06,S623,Bog,348.6811,0.547875,15.0,S6
1043,464458.6,5262867.0,2025-01-10,S623,Bog,348.6811,0.547875,19.0,S6
1044,464458.6,5262867.0,2025-01-17,S623,Bog,348.6811,0.547875,22.0,S6
1045,464458.6,5262867.0,2025-01-24,S623,Bog,348.6811,0.547875,22.0,S6
1046,464458.6,5262867.0,2025-01-30,S623,Bog,348.6811,0.547875,23.0,S6
1047,464458.6,5262867.0,2025-02-07,S623,Bog,348.6811,0.547875,31.0,S6
1048,464458.6,5262867.0,2024-02-14,S623,Bog,348.6811,0.547875,44.0,S6
1049,464458.6,5262867.0,2025-02-21,S623,Bog,348.6811,0.547875,38.0,S6
1050,464458.6,5262867.0,2025-03-07,S623,Bog,348.6811,0.547875,20.0,S6
1051,464458.6,5262867.0,2025-03-13,S623,Bog,348.6811,0.547875,17.0,S6
1052,464458.6,5262867.0,2025-03-20,S623,Bog,348.6811,0.547875,13.0,S6
1053,464458.6,5262867.0,2025-03-27,S623,Bog,348.6811,0.547875,20.0,S6
1054,464458.6,5262867.0,2025-04-04,S623,Bog,348.6811,0.547875,19.0,S6
1055,464458.6,5262867.0,2025-04-10,S623,Bog,348.6811,0.547875,18.0,S6
1056,464458.6,5263076.0,2022-11-25,S622,Lagg,215.5392,4.916601,0.0,S6
1057,464458.6,5263076.0,2022-12-02,S622,Lagg,215.5392,4.916601,0.0,S6
1058,464458.6,5263076.0,2022-12-30,S622,Lagg,215.5392,4.916601,19.0,S6
1059,464458.6,5263076.0,2023-01-05,S622,Lagg,215.5392,4.916601,21.0,S6
1060,464458.6,5263076.0,2023-01-13,S622,Lagg,215.5392,4.916601,20.0,S6
1061,464458.6,5263076.0,2023-01-20,S622,Lagg,215.5392,4.916601,23.0,S6
1062,464458.6,5263076.0,2023-02-01,S622,Lagg,215.5392,4.916601,26.0,S6
1063,464458.6,5263076.0,2023-02-10,S622,Lagg,215.5392,4.916601,23.0,S6
1064,464458.6,5263076.0,2023-02-17,S622,Lagg,215.5392,4.916601,18.0,S6
1065,464458.6,5263076.0,2023-02-24,S622,Lagg,215.5392,4.916601,18.0,S6
1066,464458.6,5263076.0,2023-03-09,S622,Lagg,215.5392,4.916601,21.0,S6
1067,464458.6,5263076.0,2023-03-17,S622,Lagg,215.5392,4.916601,26.0,S6
1068,464458.6,5263076.0,2023-03-24,S622,Lagg,215.5392,4.916601,29.0,S6
1069,464458.6,5263076.0,2023-03-31,S622,Lagg,215.5392,4.916601,34.0,S6
1070,464458.6,5263076.0,2023-04-14,S622,Lagg,215.5392,4.916601,0.0,S6
1071,464458.6,5263076.0,2023-04-28,S622,Lagg,215.5392,4.916601,0.0,S6
1072,464458.6,5263076.0,2023-05-05,S622,Lagg,215.5392,4.916601,0.0,S6
1073,464458.6,5263076.0,2023-12-01,S622,Lagg,215.5392,4.916601,0.0,S6
1074,464458.6,5263076.0,2024-01-22,S622,Lagg,215.5392,4.916601,7.0,S6
1075,464458.6,5263076.0,2024-01-31,S622,Lagg,215.5392,4.916601,1.0,S6
1076,464458.6,5263076.0,2024-02-01,S622,Lagg,215.5392,4.916601,0.5,S6
1077,464458.6,5263076.0,2024-02-09,S622,Lagg,215.5392,4.916601,0.5,S6
1078,464458.6,5263076.0,2024-02-15,S622,Lagg,215.5392,4.916601,0.5,S6
1079,464458.6,5263076.0,2024-02-21,S622,Lagg,215.5392,4.916601,0.0,S6
1080,464458.6,5263076.0,2024-03-01,S622,Lagg,215.5392,4.916601,0.0,S6
1081,464458.6,5263076.0,2024-03-06,S622,Lagg,215.5392,4.916601,0.0,S6
1082,464458.6,5263076.0,2024-03-13,S622,Lagg,215.5392,4.916601,0.0,S6
1083,464458.6,5263076.0,2024-03-21,S622,Lagg,215.5392,4.916601,0.0,S6
1084,464458.6,5263076.0,2024-03-29,S622,Lagg,215.5392,4.916601,15.0,S6
1085,464458.6,5263076.0,2024-04-03,S622,Lagg,215.5392,4.916601,5.0,S6
1086,464458.6,5263076.0,2024-04-11,S622,Lagg,215.5392,4.916601,0.0,S6
1087,464458.6,5263076.0,2024-04-19,S622,Lagg,215.5392,4.916601,0.0,S6
1088,464458.6,5263076.0,2024-12-04,S622,Lagg,215.5392,4.916601,7.0,S6
1089,464458.6,5263076.0,2024-12-20,S622,Lagg,215.5392,4.916601,8.0,S6
1090,464458.6,5263076.0,2025-01-06,S622,Lagg,215.5392,4.916601,5.0,S6
1091,464458.6,5263076.0,2025-01-10,S622,Lagg,215.5392,4.916601,6.0,S6
1092,464458.6,5263076.0,2025-01-17,S622,Lagg,215.5392,4.916601,10.0,S6
1093,464458.6,5263076.0,2025-01-24,S622,Lagg,215.5392,4.916601,13.0,S6
1094,464458.6,5263076.0,2025-01-30,S622,Lagg,215.5392,4.916601,9.0,S6
1095,464458.6,5263076.0,2025-02-07,S622,Lagg,215.5392,4.916601,23.0,S6
1096,464458.6,5263076.0,2024-02-14,S622,Lagg,215.5392,4.916601,18.0,S6
1097,464458.6,5263076.0,2025-02-21,S622,Lagg,215.5392,4.916601,20.0,S6
1098,464458.6,5263076.0,2025-03-07,S622,Lagg,215.5392,4.916601,3.0,S6
1099,464458.6,5263076.0,2025-03-13,S622,Lagg,215.5392,4.916601,0.0,S6
1100,464458.6,5263076.0,2025-03-20,S622,Lagg,215.5392,4.916601,0.0,S6
1101,464458.6,5263076.0,2025-03-27,S622,Lagg,215.5392,4.916601,0.0,S6
1102,464458.6,5263076.0,2025-04-04,S622,Lagg,215.5392,4.916601,5.0,S6
1103,464458.6,5263076.0,2025-04-10,S622,Lagg,215.5392,4.916601,0.0,S6
1104,464458.6,5263285.0,2022-11-25,S621,Upland,210.6501,6.712477,0.0,S6
1105,464458.6,5263285.0,2022-12-02,S621,Upland,210.6501,6.712477,0.0,S6
1106,464458.6,5263285.0,2022-12-30,S621,Upland,210.6501,6.712477,21.0,S6
1107,464458.6,5263285.0,2023-01-05,S621,Upland,210.6501,6.712477,22.5,S6
1108,464458.6,5263285.0,2023-01-13,S621,Upland,210.6501,6.712477,20.0,S6
1109,464458.6,5263285.0,2023-01-20,S621,Upland,210.6501,6.712477,23.0,S6
1110,464458.6,5263285.0,2023-02-01,S621,Upland,210.6501,6.712477,24.0,S6
1111,464458.6,5263285.0,2023-02-10,S621,Upland,210.6501,6.712477,27.0,S6
1112,464458.6,5263285.0,2023-02-17,S621,Upland,210.6501,6.712477,24.0,S6
1113,464458.6,5263285.0,2023-02-24,S621,Upland,210.6501,6.712477,30.0,S6
1114,464458.6,5263285.0,2023-03-09,S621,Upland,210.6501,6.712477,28.0,S6
1115,464458.6,5263285.0,2023-03-17,S621,Upland,210.6501,6.712477,41.0,S6
1116,464458.6,5263285.0,2023-03-24,S621,Upland,210.6501,6.712477,47.0,S6
1117,464458.6,5263285.0,2023-03-31,S621,Upland,210.6501,6.712477,40.0,S6
1118,464458.6,5263285.0,2023-04-14,S621,Upland,210.6501,6.712477,0.0,S6
1119,464458.6,5263285.0,2023-04-28,S621,Upland,210.6501,6.712477,0.0,S6
1120,464458.6,5263285.0,2023-05-05,S621,Upland,210.6501,6.712477,0.0,S6
1121,464458.6,5263285.0,2023-12-01,S621,Upland,210.6501,6.712477,0.0,S6
1122,464458.6,5263285.0,2024-01-22,S621,Upland,210.6501,6.712477,7.0,S6
1123,464458.6,5263285.0,2024-01-31,S621,Upland,210.6501,6.712477,4.0,S6
1124,464458.6,5263285.0,2024-02-01,S621,Upland,210.6501,6.712477,0.5,S6
1125,464458.6,5263285.0,2024-02-09,S621,Upland,210.6501,6.712477,0.5,S6
1126,464458.6,5263285.0,2024-02-15,S621,Upland,210.6501,6.712477,0.5,S6
1127,464458.6,5263285.0,2024-02-21,S621,Upland,210.6501,6.712477,0.0,S6
1128,464458.6,5263285.0,2024-03-01,S621,Upland,210.6501,6.712477,0.0,S6
1129,464458.6,5263285.0,2024-03-06,S621,Upland,210.6501,6.712477,0.0,S6
1130,464458.6,5263285.0,2024-03-13,S621,Upland,210.6501,6.712477,0.0,S6
1131,464458.6,5263285.0,2024-03-21,S621,Upland,210.6501,6.712477,0.0,S6
1132,464458.6,5263285.0,2024-03-29,S621,Upland,210.6501,6.712477,17.0,S6
1133,464458.6,5263285.0,2024-04-03,S621,Upland,210.6501,6.712477,10.0,S6
1134,464458.6,5263285.0,2024-04-11,S621,Upland,210.6501,6.712477,0.0,S6
1135,464458.6,5263285.0,2024-04-19,S621,Upland,210.6501,6.712477,0.0,S6
1136,464458.6,5263285.0,2024-12-04,S621,Upland,210.6501,6.712477,8.0,S6
1137,464458.6,5263285.0,2024-12-20,S621,Upland,210.6501,6.712477,7.0,S6
1138,464458.6,5263285.0,2025-01-06,S621,Upland,210.6501,6.712477,8.0,S6
1139,464458.6,5263285.0,2025-01-10,S621,Upland,210.6501,6.712477,10.0,S6
1140,464458.6,5263285.0,2025-01-17,S621,Upland,210.6501,6.712477,13.0,S6
1141,464458.6,5263285.0,2025-01-24,S621,Upland,210.6501,6.712477,15.0,S6
1142,464458.6,5263285.0,2025-01-30,S621,Upland,210.6501,6.712477,15.0,S6
1143,464458.6,5263285.0,2025-02-07,S621,Upland,210.6501,6.712477,22.0,S6
1144,464458.6,5263285.0,2024-02-14,S621,Upland,210.6501,6.712477,23.0,S6
1145,464458.6,5263285.0,2025-02-21,S621,Upland,210.6501,6.712477,25.0,S6
1146,464458.6,5263285.0,2025-03-07,S621,Upland,210.6501,6.712477,13.0,S6
1147,464458.6,5263285.0,2025-03-13,S621,Upland,210.6501,6.712477,4.0,S6
1148,464458.6,5263285.0,2025-03-20,S621,Upland,210.6501,6.712477,0.5,S6
1149,464458.6,5263285.0,2025-03-27,S621,Upland,210.6501,6.712477,0.0,S6
1150,464458.6,5263285.0,2025-04-04,S621,Upland,210.6501,6.712477,8.0,S6
1151,464458.6,5263285.0,2025-04-10,S621,Upland,210.6501,6.712477,4.0,S6
1248,464396.8,5262658.0,2022-11-25,S614,Upland,84.29677,1.439196,0.0,S6
1249,464396.8,5262658.0,2022-12-02,S614,Upland,84.29677,1.439196,0.0,S6
1250,464396.8,5262658.0,2022-12-30,S614,Upland,84.29677,1.439196,22.0,S6
1251,464396.8,5262658.0,2023-01-05,S614,Upland,84.29677,1.439196,20.0,S6
1252,464396.8,5262658.0,2023-01-13,S614,Upland,84.29677,1.439196,22.0,S6
1253,464396.8,5262658.0,2023-01-20,S614,Upland,84.29677,1.439196,22.0,S6
1254,464396.8,5262658.0,2023-02-01,S614,Upland,84.29677,1.439196,30.0,S6
1255,464396.8,5262658.0,2023-02-10,S614,Upland,84.29677,1.439196,24.0,S6
1256,464396.8,5262658.0,2023-02-17,S614,Upland,84.29677,1.439196,20.0,S6
1257,464396.8,5262658.0,2023-02-24,S614,Upland,84.29677,1.439196,26.0,S6
1258,464396.8,5262658.0,2023-03-09,S614,Upland,84.29677,1.439196,23.0,S6
1259,464396.8,5262658.0,2023-03-17,S614,Upland,84.29677,1.439196,33.0,S6
1260,464396.8,5262658.0,2023-03-24,S614,Upland,84.29677,1.439196,25.0,S6
1261,464396.8,5262658.0,2023-03-31,S614,Upland,84.29677,1.439196,23.0,S6
1262,464396.8,5262658.0,2023-04-14,S614,Upland,84.29677,1.439196,0.0,S6
1263,464396.8,5262658.0,2023-04-28,S614,Upland,84.29677,1.439196,0.0,S6
1264,464396.8,5262658.0,2023-05-05,S614,Upland,84.29677,1.439196,0.0,S6
1265,464396.8,5262658.0,2023-12-01,S614,Upland,84.29677,1.439196,0.0,S6
1266,464396.8,5262658.0,2024-01-22,S614,Upland,84.29677,1.439196,7.0,S6
1267,464396.8,5262658.0,2024-01-31,S614,Upland,84.29677,1.439196,3.0,S6
1268,464396.8,5262658.0,2024-02-01,S614,Upland,84.29677,1.439196,0.5,S6
1269,464396.8,5262658.0,2024-02-09,S614,Upland,84.29677,1.439196,0.5,S6
1270,464396.8,5262658.0,2024-02-15,S614,Upland,84.29677,1.439196,0.5,S6
1271,464396.8,5262658.0,2024-02-21,S614,Upland,84.29677,1.439196,0.0,S6
1272,464396.8,5262658.0,2024-03-01,S614,Upland,84.29677,1.439196,0.5,S6
1273,464396.8,5262658.0,2024-03-06,S614,Upland,84.29677,1.439196,0.0,S6
1274,464396.8,5262658.0,2024-03-13,S614,Upland,84.29677,1.439196,0.0,S6
1275,464396.8,5262658.0,2024-03-21,S614,Upland,84.29677,1.439196,0.0,S6
1276,464396.8,5262658.0,2024-03-29,S614,Upland,84.29677,1.439196,16.0,S6
1277,464396.8,5262658.0,2024-04-03,S614,Upland,84.29677,1.439196,8.0,S6
1278,464396.8,5262658.0,2024-04-11,S614,Upland,84.29677,1.439196,0.0,S6
1279,464396.8,5262658.0,2024-04-19,S614,Upland,84.29677,1.439196,0.0,S6
1280,464396.8,5262658.0,2024-12-04,S614,Upland,84.29677,1.439196,7.0,S6
1281,464396.8,5262658.0,2024-12-20,S614,Upland,84.29677,1.439196,7.0,S6
1282,464396.8,5262658.0,2025-01-06,S614,Upland,84.29677,1.439196,7.0,S6
1283,464396.8,5262658.0,2025-01-10,S614,Upland,84.29677,1.439196,7.0,S6
1284,464396.8,5262658.0,2025-01-17,S614,Upland,84.29677,1.439196,11.0,S6
1285,464396.8,5262658.0,2025-01-24,S614,Upland,84.29677,1.439196,13.0,S6
1286,464396.8,5262658.0,2025-01-30,S614,Upland,84.29677,1.439196,11.0,S6
1287,464396.8,5262658.0,2025-02-07,S614,Upland,84.29677,1.439196,19.0,S6
1288,464396.8,5262658.0,2024-02-14,S614,Upland,84.29677,1.439196,18.0,S6
1289,464396.8,5262658.0,2025-02-21,S614,Upland,84.29677,1.439196,19.0,S6
1290,464396.8,5262658.0,2025-03-07,S614,Upland,84.29677,1.439196,3.0,S6
1291,464396.8,5262658.0,2025-03-13,S614,Upland,84.29677,1.439196,0.0,S6
1292,464396.8,5262658.0,2025-03-20,S614,Upland,84.29677,1.439196,0.5,S6
1293,464396.8,5262658.0,2025-03-27,S614,Upland,84.29677,1.439196,0.0,S6
1294,464396.8,5262658.0,2025-04-04,S614,Upland,84.29677,1.439196,6.0,S6
1295,464396.8,5262658.0,2025-04-10,S614,Upland,84.29677,1.439196,0.5,S6
1296,464396.8,5262867.0,2022-11-25,S613,Lagg,37.4997,19.39961,0.0,S6
1297,464396.8,5262867.0,2022-12-02,S613,Lagg,37.4997,19.39961,9.5,S6
1298,464396.8,5262867.0,2022-12-30,S613,Lagg,37.4997,19.39961,26.0,S6
1299,464396.8,5262867.0,2023-01-05,S613,Lagg,37.4997,19.39961,34.5,S6
1300,464396.8,5262867.0,2023-01-13,S613,Lagg,37.4997,19.39961,31.0,S6
1301,464396.8,5262867.0,2023-01-20,S613,Lagg,37.4997,19.39961,31.5,S6
1302,464396.8,5262867.0,2023-02-01,S613,Lagg,37.4997,19.39961,38.0,S6
1303,464396.8,5262867.0,2023-02-10,S613,Lagg,37.4997,19.39961,37.0,S6
1304,464396.8,5262867.0,2023-02-17,S613,Lagg,37.4997,19.39961,25.0,S6
1305,464396.8,5262867.0,2023-02-24,S613,Lagg,37.4997,19.39961,40.0,S6
1306,464396.8,5262867.0,2023-03-09,S613,Lagg,37.4997,19.39961,48.0,S6
1307,464396.8,5262867.0,2023-03-17,S613,Lagg,37.4997,19.39961,56.0,S6
1308,464396.8,5262867.0,2023-03-24,S613,Lagg,37.4997,19.39961,56.0,S6
1309,464396.8,5262867.0,2023-03-31,S613,Lagg,37.4997,19.39961,53.0,S6
1310,464396.8,5262867.0,2023-04-14,S613,Lagg,37.4997,19.39961,6.0,S6
1311,464396.8,5262867.0,2023-04-28,S613,Lagg,37.4997,19.39961,3.0,S6
1312,464396.8,5262867.0,2023-05-05,S613,Lagg,37.4997,19.39961,0.0,S6
1313,464396.8,5262867.0,2023-12-01,S613,Lagg,37.4997,19.39961,0.0,S6
1314,464396.8,5262867.0,2024-01-22,S613,Lagg,37.4997,19.39961,9.0,S6
1315,464396.8,5262867.0,2024-01-31,S613,Lagg,37.4997,19.39961,7.0,S6
1316,464396.8,5262867.0,2024-02-01,S613,Lagg,37.4997,19.39961,0.5,S6
1317,464396.8,5262867.0,2024-02-09,S613,Lagg,37.4997,19.39961,0.5,S6
1318,464396.8,5262867.0,2024-02-15,S613,Lagg,37.4997,19.39961,0.5,S6
1319,464396.8,5262867.0,2024-02-21,S613,Lagg,37.4997,19.39961,0.5,S6
1320,464396.8,5262867.0,2024-03-01,S613,Lagg,37.4997,19.39961,0.5,S6
1321,464396.8,5262867.0,2024-03-06,S613,Lagg,37.4997,19.39961,0.0,S6
1322,464396.8,5262867.0,2024-03-13,S613,Lagg,37.4997,19.39961,0.0,S6
1323,464396.8,5262867.0,2024-03-21,S613,Lagg,37.4997,19.39961,0.0,S6
1324,464396.8,5262867.0,2024-03-29,S613,Lagg,37.4997,19.39961,18.0,S6
1325,464396.8,5262867.0,2024-04-03,S613,Lagg,37.4997,19.39961,12.0,S6
1326,464396.8,5262867.0,2024-04-11,S613,Lagg,37.4997,19.39961,0.0,S6
1327,464396.8,5262867.0,2024-04-19,S613,Lagg,37.4997,19.39961,0.0,S6
1328,464396.8,5262867.0,2024-12-04,S613,Lagg,37.4997,19.39961,8.0,S6
1329,464396.8,5262867.0,2024-12-20,S613,Lagg,37.4997,19.39961,13.0,S6
1330,464396.8,5262867.0,2025-01-06,S613,Lagg,37.4997,19.39961,10.0,S6
1331,464396.8,5262867.0,2025-01-10,S613,Lagg,37.4997,19.39961,12.0,S6
1332,464396.8,5262867.0,2025-01-17,S613,Lagg,37.4997,19.39961,16.0,S6
1333,464396.8,5262867.0,2025-01-24,S613,Lagg,37.4997,19.39961,17.0,S6
1334,464396.8,5262867.0,2025-01-30,S613,Lagg,37.4997,19.39961,18.0,S6
